,fullname,html,id,likes,replies,retweets,text,timestamp,url,user
1956,Blue Sky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">훌륭한 꽁쥐!<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""404705052"" dir=""ltr"" href=""/tkfkdgo6064""><s>@</s><b>tkfkdgo6064</b></a>: RT<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""268136800"" dir=""ltr"" href=""/moa4703""><s>@</s><b>moa4703</b></a>: 공지영.그분은 흐름을 타는 (cont) <a class=""twitter-timeline-link"" data-expanded-url=""http://tl.gd/fkm1te"" dir=""ltr"" href=""http://t.co/2QJk0WPE"" rel=""nofollow noopener"" target=""_blank"" title=""http://tl.gd/fkm1te""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">tl.gd/fkm1te</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",163995641956151296,0,0,0,훌륭한 꽁쥐!#비꼼 RT @tkfkdgo6064: RT@moa4703: 공지영.그분은 흐름을 타는 (cont) http://tl.gd/fkm1te ,2012-01-30T14:43:02,/ohdragon/status/163995641956151296,ohdragon
1957,Blue Sky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">대대로훌륭한집안!<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""407620085"" dir=""ltr"" href=""/Cjlee2020Cj""><s>@</s><b>Cjlee2020Cj</b></a>: RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""146369632"" dir=""ltr"" href=""/Kangjaechon""><s>@</s><b>Kangjaechon</b></a>: 박원순 부친 (cont) <a class=""twitter-timeline-link"" data-expanded-url=""http://tl.gd/fjoebu"" dir=""ltr"" href=""http://t.co/IBAojBT5"" rel=""nofollow noopener"" target=""_blank"" title=""http://tl.gd/fjoebu""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">tl.gd/fjoebu</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",163452817821020161,0,0,0,대대로훌륭한집안!#비꼼 RT @Cjlee2020Cj: RT @Kangjaechon: 박원순 부친 (cont) http://tl.gd/fjoebu ,2012-01-29T02:46:03,/ohdragon/status/163452817821020161,ohdragon
1958,1305,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1451732244"" dir=""ltr"" href=""/AntonSalieri_kr""><s>@</s><b>AntonSalieri_kr</b></a> 하실 말씀도 있나보죠? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",345478597806551040,0,1,0,@AntonSalieri_kr 하실 말씀도 있나보죠? #비꼼,2013-06-14T09:51:31,/W_Mozzarrrrt_kr/status/345478597806551040,W_Mozzarrrrt_kr
1959,곡두하제,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1282428804"" dir=""ltr"" href=""/topfkim1""><s>@</s><b>topfkim1</b></a> @eins_Gespenst 존나 만능이시네요! 그러신 분이 도용은 왜 하셨을까! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",343009147828187137,0,0,0,@topfkim1 @eins_Gespenst 존나 만능이시네요! 그러신 분이 도용은 왜 하셨을까! #비꼼,2013-06-07T14:18:48,/Haze_Orphaner/status/343009147828187137,Haze_Orphaner
1960,볼프강 아마데우스 모차르트,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">(부들부들) 마리아....넌 정말로 여러가지 의미로 본투비 로얄이구나..그거 S아니야?! 새로운 취향에 눈을 뜬거면 이 내가 선배로서 지도해주지! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%ED%88%B4%ED%88%B4?src=hash""><s>#</s><b>툴툴</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",822133226156081152,0,1,0,(부들부들) 마리아....넌 정말로 여러가지 의미로 본투비 로얄이구나..그거 S아니야?! 새로운 취향에 눈을 뜬거면 이 내가 선배로서 지도해주지! #툴툴 #비꼼,2017-01-19T17:26:50,/Caster_fgo/status/822133226156081152,Caster_fgo
1961,지리@이불밖은위험 ❗️,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@_echi_2 예에 참 바람의 여신이 된듯한 이 키모찌- <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",592920581617491969,0,1,0,@_echi_2 예에 참 바람의 여신이 된듯한 이 키모찌- #비꼼,2015-04-28T05:17:37,/_JiRy/status/592920581617491969,_JiRy
1962,선우백련,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""549657877"" dir=""ltr"" href=""/seed_siyoungbot""><s>@</s><b>seed_siyoungbot</b></a> @seed_dorothybot 서량이 오빠 말처럼 백련이가 아니라 리리인데 - ? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",208184284538875904,0,1,0,@seed_siyoungbot @seed_dorothybot 서량이 오빠 말처럼 백련이가 아니라 리리인데 - ? #비꼼,2012-05-31T13:12:55,/Seed_Baekryeon/status/208184284538875904,Seed_Baekryeon
1963,임페리우스,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""591906304"" dir=""ltr"" href=""/Tyrael_bot""><s>@</s><b>Tyrael_bot</b></a> 아, 그렇게 노력해서 악마들 군대의 일부가 되었지. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> 마리우스 기억나나? 그가 네가 맡긴 임무를 하나라도 제대로 수행한적이 있던가? 그들이 나약하건 강하건 우리의 일부일지라도 내 입장은 확고하다!</p>",206934595780878337,0,1,0,"@Tyrael_bot 아, 그렇게 노력해서 악마들 군대의 일부가 되었지. #비꼼 마리우스 기억나나? 그가 네가 맡긴 임무를 하나라도 제대로 수행한적이 있던가? 그들이 나약하건 강하건 우리의 일부일지라도 내 입장은 확고하다!",2012-05-28T02:27:06,/Imperius_bot/status/206934595780878337,Imperius_bot
1964,Tom Kazansky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2995584315"" dir=""ltr"" href=""/KTY66666""><s>@</s><b>KTY66666</b></a> 
어유, 쓰다듬어주신다면 영광이지요, 네. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",357149550164705281,0,1,0,"@KTY66666 
어유, 쓰다듬어주신다면 영광이지요, 네. #비꼼",2013-07-16T14:47:42,/Tom_Kazanski_kb/status/357149550164705281,Tom_Kazanski_kb
1965,집행당한 아유,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@iasphantom 뭐랄까 팬텀챤 늑대라길래 대담해진줄알았는데 반대구나? :) <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",356083985589346306,0,0,0,@iasphantom 뭐랄까 팬텀챤 늑대라길래 대담해진줄알았는데 반대구나? :) #비꼼,2013-07-13T16:13:32,/shb04032/status/356083985589346306,shb04032
1966,"H/M〈A,C〉/C/E/U/S/PH","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1454283326"" dir=""ltr"" href=""/Hero_GTRY""><s>@</s><b>Hero_GTRY</b></a> S- 네가 참도 무서운 빌런이겠다. 요한. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",355708213871656960,0,1,0,@Hero_GTRY S- 네가 참도 무서운 빌런이겠다. 요한. #비꼼,2013-07-12T15:20:21,/hangsung_gbot/status/355708213871656960,hangsung_gbot
1967,[동결]리해진,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@healing_heajin 아이..<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",355304668672434177,0,0,0,@healing_heajin 아이..#비꼼,2013-07-11T12:36:48,/SW_haejin_bot/status/355304668672434177,SW_haejin_bot
1968,Jaeyoun Zerial Lim [10월 3STEP],"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">인터넷이란 말 좀 제발 쓰지 마요... 인터넷이 전쟁무기였다는 데 사람들이 너무 무뎌져 있는 것 같네.
컴퓨터란 말 좀 제발 쓰지 마요... 컴퓨터가 전쟁무기였다는 데 사람들이 너무 무뎌져 있는 것 같네.

뭐 일대일 대응은 어려운 예시긴 하지만 낄깰꼴 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/sarcasm?src=hash""><s>#</s><b>sarcasm</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%ED%8C%A8%EB%9F%AC%EB%94%94?src=hash""><s>#</s><b>패러디</b></a></p>",944105519232327680,8,1,52,"인터넷이란 말 좀 제발 쓰지 마요... 인터넷이 전쟁무기였다는 데 사람들이 너무 무뎌져 있는 것 같네.
컴퓨터란 말 좀 제발 쓰지 마요... 컴퓨터가 전쟁무기였다는 데 사람들이 너무 무뎌져 있는 것 같네.

뭐 일대일 대응은 어려운 예시긴 하지만 낄깰꼴 #비꼼 #sarcasm #패러디",2017-12-22T07:21:11,/ZerialLim/status/944105519232327680,ZerialLim
1969,유하,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">이유식 시작 시기가 4-6개월인 걸 고려하면 6개월이나 모유수유'만' 할 수는 없겠지. 그건 분유 먹는 아기도 마찬가지일 거고. 그 부분이 누락된 이유가 뭘까. 몹시 궁금하네. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",814704926991388672,0,0,1,이유식 시작 시기가 4-6개월인 걸 고려하면 6개월이나 모유수유'만' 할 수는 없겠지. 그건 분유 먹는 아기도 마찬가지일 거고. 그 부분이 누락된 이유가 뭘까. 몹시 궁금하네. #비꼼,2016-12-30T05:29:25,/youha_celi/status/814704926991388672,youha_celi
1970,J,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">영화 밀정, 암살 이런거 보는데, 일본제국 경찰 존나 유능함. 앞뒤 묻지도 따지지도 않고 검증이니 인성이니 그런거 이상한 소리 없고 무조건 전향한다고 하면 막 채용하고 밀고잘하면 진급시킴. ..지금 한국사회보다 더 개방적임. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",897433060295061505,0,0,0,"영화 밀정, 암살 이런거 보는데, 일본제국 경찰 존나 유능함. 앞뒤 묻지도 따지지도 않고 검증이니 인성이니 그런거 이상한 소리 없고 무조건 전향한다고 하면 막 채용하고 밀고잘하면 진급시킴. ..지금 한국사회보다 더 개방적임. #비꼼",2017-08-15T12:21:29,/ageldama/status/897433060295061505,ageldama
1971,Blue Sky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">정말 소통의 귀재 들이네요~ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> @freesupershop 일본인 사유리가 조중동 언론에 나온다는 이유로 그 프로를 안볼정도라면 상대의 이야기에 대해 완전히 귀를 막겠다라는 뜻 아닌가요?..얘기들을 준비는 전혀 안되있는듯.. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Dcin?src=hash""><s>#</s><b>Dcin</b></a></p>",149400354008731648,0,0,0,정말 소통의 귀재 들이네요~ #비꼼 @freesupershop 일본인 사유리가 조중동 언론에 나온다는 이유로 그 프로를 안볼정도라면 상대의 이야기에 대해 완전히 귀를 막겠다라는 뜻 아닌가요?..얘기들을 준비는 전혀 안되있는듯.. #Dcin,2011-12-21T08:06:34,/ohdragon/status/149400354008731648,ohdragon
1972,Blue Sky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">참 훌륭한 대통령이셨는데....<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""328041670"" dir=""ltr"" href=""/korea1398""><s>@</s><b>korea1398</b></a>: 2006년 12월 한미 FTA반대 하는 농민들에게 물대포 쏘던 놈현 이가 생각 나네</p>",145526245495549954,1,1,2,참 훌륭한 대통령이셨는데....#비꼼 RT @korea1398: 2006년 12월 한미 FTA반대 하는 농민들에게 물대포 쏘던 놈현 이가 생각 나네,2011-12-10T15:32:15,/ohdragon/status/145526245495549954,ohdragon
1973,Blue Sky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@Tereza_Sabina 절대 몰랐을꺼에요! ㅋㅋㅋ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",145501692094451712,0,0,0,@Tereza_Sabina 절대 몰랐을꺼에요! ㅋㅋㅋ #비꼼,2011-12-10T13:54:41,/ohdragon/status/145501692094451712,ohdragon
1974,Blue Sky,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">매일 아침에 5만원짜리 의자에 앉으면서 인생에대해 많이 반성하게된다! 고맙다 문재인.... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",275031860646658048,0,0,0,매일 아침에 5만원짜리 의자에 앉으면서 인생에대해 많이 반성하게된다! 고맙다 문재인.... #비꼼,2012-12-02T00:21:20,/ohdragon/status/275031860646658048,ohdragon
1975,두둥,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">읽으며 일부러 말하듯 더듬는 거 그거 정말 이 세상에서 최고로 어려운 일인데... 장하다 그 정도면 충분해 자격있어 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",273093661502361600,0,0,0,읽으며 일부러 말하듯 더듬는 거 그거 정말 이 세상에서 최고로 어려운 일인데... 장하다 그 정도면 충분해 자격있어 #비꼼,2012-11-26T15:59:37,/dudungdung/status/273093661502361600,dudungdung
1976,마리 라리쉬,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""964566612"" dir=""ltr"" href=""/Taaffe_Krbot""><s>@</s><b>Taaffe_Krbot</b></a> 기계에 먼지 한올 들어가지 못하게 막지 그래? 그 편이 훨씬 빠를것 같은데. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",272398972151296001,0,1,0,@Taaffe_Krbot 기계에 먼지 한올 들어가지 못하게 막지 그래? 그 편이 훨씬 빠를것 같은데. #비꼼,2012-11-24T17:59:10,/Larisch_krbot/status/272398972151296001,Larisch_krbot
1977,드레드윙,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""421709555"" dir=""ltr"" href=""/TFP_Starscream""><s>@</s><b>TFP_Starscream</b></a> 너야말로 그 질긴 목숨을 다음 시즌까지 이어갈 수 있어서 저-엉-말 다행이군. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",256773293577744384,0,1,0,@TFP_Starscream 너야말로 그 질긴 목숨을 다음 시즌까지 이어갈 수 있어서 저-엉-말 다행이군. #비꼼,2012-10-12T15:08:18,/TFP_Dreadwing/status/256773293577744384,TFP_Dreadwing
1978,유르,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">회사원의 연애를 금지해야 합니다. 근무시간에도 문자질하고 데이트계획 짜느라 주변사람들에게 피해 입히니까 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",255203347957690368,0,0,0,회사원의 연애를 금지해야 합니다. 근무시간에도 문자질하고 데이트계획 짜느라 주변사람들에게 피해 입히니까 #비꼼,2012-10-08T07:09:54,/yurrnet/status/255203347957690368,yurrnet
1979,한스,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""501315341"" dir=""ltr"" href=""/POM_clemson_bot""><s>@</s><b>POM_clemson_bot</b></a> 하하하, 내가 언제 찾아갈지 모르니 경계하며 뜬눈으로 밤을 지새우지 그래-? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",252795094896365568,0,1,0,"@POM_clemson_bot 하하하, 내가 언제 찾아갈지 모르니 경계하며 뜬눈으로 밤을 지새우지 그래-? #비꼼",2012-10-01T15:40:21,/bot_Hans/status/252795094896365568,bot_Hans
1980,머스타드 때령님,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@hanrura_bot 류라님은 날씬하니까모르겠지^^ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",252626726469902337,0,0,0,@hanrura_bot 류라님은 날씬하니까모르겠지^^ #비꼼,2012-10-01T04:31:19,/mustard__bot/status/252626726469902337,mustard__bot
1981,5월 부코를 기다리는 운 월E,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">이번 논쟁(argument)은 정말 치열하군. 여러가지 의견(opinion)이 나왔어. 역시 누구누구랑 하는 논쟁(have an argument with)이라 다르군. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",325437801694904320,0,0,0,이번 논쟁(argument)은 정말 치열하군. 여러가지 의견(opinion)이 나왔어. 역시 누구누구랑 하는 논쟁(have an argument with)이라 다르군. #비꼼,2013-04-20T02:36:11,/Kimkimminseo1/status/325437801694904320,Kimkimminseo1
1982,Sherlock,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@Donovan_kbot 겨드랑이 밑쪽, 어깨위, 팔꿈치 사이. 와이셔츠의 깃부분. 종이조각이 아주 많이 묻었나보군. 내가 모르는 사이 테러라도 났었나보지. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",318345798893064193,0,0,0,"@Donovan_kbot 겨드랑이 밑쪽, 어깨위, 팔꿈치 사이. 와이셔츠의 깃부분. 종이조각이 아주 많이 묻었나보군. 내가 모르는 사이 테러라도 났었나보지. #비꼼",2013-03-31T12:55:27,/221B_Theman/status/318345798893064193,221B_Theman
1983,[차완남]민가연,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1317989298"" dir=""ltr"" href=""/_CN_CSJ_b""><s>@</s><b>_CN_CSJ_b</b></a> 니야말로!!결혼않하냐??<strong>#비꼼</strong>#비웃음#통쾌 혼자 늙으시려고요??</p>",318324981299834881,0,1,0,@_CN_CSJ_b 니야말로!!결혼않하냐??#비꼼#비웃음#통쾌 혼자 늙으시려고요??,2013-03-31T11:32:44,/_CN_MGH_bot/status/318324981299834881,_CN_MGH_bot
1984,I.Braxiatel,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">휴 전쟁이 사람을 이렇게 망가뜨리다니 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",737453219023097856,0,1,0,휴 전쟁이 사람을 이렇게 망가뜨리다니 #비꼼,2016-05-31T01:18:43,/Brax_no_more/status/737453219023097856,Brax_no_more
1985,Shimada hanzo,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">아주 자랑이군 그래. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",734214088931213312,0,1,0,아주 자랑이군 그래. #비꼼,2016-05-22T02:47:34,/OW_hanzo/status/734214088931213312,OW_hanzo
1986,시아님,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">사실 요즘 뭔 말을 하기가 무서운 게 애들이 이해력이 너무 떨어져서 말을 하면 그 말을 존나 곧이곧대로 받아들이는 경향이 있는 것 같음. 진짜 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%ED%8C%A8%EB%9F%AC%EB%94%94?src=hash""><s>#</s><b>패러디</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a> 하고 해쉬태그라도 달아주지 않으면...</p>",390265081113477120,0,0,0,사실 요즘 뭔 말을 하기가 무서운 게 애들이 이해력이 너무 떨어져서 말을 하면 그 말을 존나 곧이곧대로 받아들이는 경향이 있는 것 같음. 진짜 #패러디 #비꼼 하고 해쉬태그라도 달아주지 않으면...,2013-10-15T23:57:00,/snsto/status/390265081113477120,snsto
1987,아우든,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@SugarCane_ED 지금이 나갈 때 인가요ㅎㅎ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a></p>",387177138022932481,0,0,0,@SugarCane_ED 지금이 나갈 때 인가요ㅎㅎ #비꼼,2013-10-07T11:26:37,/dpf2dpf2/status/387177138022932481,dpf2dpf2
1988,팬덤반응봇,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">공백기란[시타/태송님은후배사랑쩌렁<img alt=""♥"" aria-label=""Emoji: 하트"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2665.png"" title=""하트""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EA%BC%BC?src=hash""><s>#</s><b><strong>비꼼</strong></b></a>][븉/기다립니다.언젠가는돌아오겠..죠][엕/푹쉬어서다친것도낫고좋은모습으로다시돌아오기!][멜디/팬들에게좀더좋은모습을보여주기위한준비기간][에잎/차라리군대를가라,했더니진짜군대다녀온미르][픎/일본에서그들은활동중]</p>",384275194946129921,14,0,83,"공백기란[시타/태송님은후배사랑쩌렁 #비꼼][븉/기다립니다.언젠가는돌아오겠..죠][엕/푹쉬어서다친것도낫고좋은모습으로다시돌아오기!][멜디/팬들에게좀더좋은모습을보여주기위한준비기간][에잎/차라리군대를가라,했더니진짜군대다녀온미르][픎/일본에서그들은활동중]",2013-09-29T11:15:20,/Response_b/status/384275194946129921,Response_b
